map10,ucs,141.48097038856278,1.6942954063415527,ucs,1.0
map10,astar,141.48097038856278,1.7918682098388672,euclid_adm,1.0
map10,weighted_astar,141.48097038856278,1.809342384338379,euclid_adm,1.5
map10,weighted_astar,141.97361107568207,1.8045315742492676,euclid_adm,2.0
map10,astar,154.97234841721132,0.0862276554107666,manhattan,1.0
map10,weighted_astar,227.61984104714463,0.022319793701171875,manhattan,1.5
map10,weighted_astar,231.0622292025698,0.02169036865234375,manhattan,2.0
map10,astar,141.48097038856278,1.758606195449829,chebyshev,1.0
map10,weighted_astar,141.48097038856278,1.7699334621429443,chebyshev,1.5
map10,weighted_astar,141.48097038856278,1.7663476467132568,chebyshev,2.0
map10,astar,142.54467888754758,0.28231382369995117,euclidean,1.0
map10,weighted_astar,177.18302653586608,0.027199745178222656,euclidean,1.5
map10,weighted_astar,189.33189014324236,0.02407217025756836,euclidean,2.0
map10,astar,207.56958851545036,0.02143692970275879,dist_squared,1.0
map10,weighted_astar,207.56958851545036,0.021355152130126953,dist_squared,1.5
map10,weighted_astar,207.56958851545036,0.021278858184814453,dist_squared,2.0
map17,ucs,59.29594154601838,0.6264181137084961,ucs,1.0
map17,astar,59.29594154601838,0.44521474838256836,euclid_adm,1.0
map17,weighted_astar,59.29594154601838,0.26972317695617676,euclid_adm,1.5
map17,weighted_astar,59.37436867076457,0.2023944854736328,euclid_adm,2.0
map17,astar,76.72665940288698,0.018526315689086914,manhattan,1.0
map17,weighted_astar,113.97045442950491,0.011489629745483398,manhattan,1.5
map17,weighted_astar,117.0488815542511,0.011279821395874023,manhattan,2.0
map17,astar,59.29594154601838,0.8372414112091064,chebyshev,1.0
map17,weighted_astar,59.29594154601838,0.883927583694458,chebyshev,1.5
map17,weighted_astar,59.29594154601838,0.9067182540893555,chebyshev,2.0
map17,astar,76.72665940288698,0.08227133750915527,euclidean,1.0
map17,weighted_astar,105.1028137423856,0.012244701385498047,euclidean,1.5
map17,weighted_astar,111.17756121069148,0.011769771575927734,euclidean,2.0
